filename,datetime,dt_round,dt_round_2,ppm
Shanghai2/201411080845,201411080845,2014-11-08 08:45:00,2014-11-08 09:00:00,35.0
Shanghai2/201409220815,201409220815,2014-09-22 08:15:00,2014-09-22 08:00:00,6.0
Shanghai2/201410291415,201410291415,2014-10-29 14:15:00,2014-10-29 14:00:00,20.0
Shanghai2/201408181345,201408181345,2014-08-18 13:45:00,2014-08-18 14:00:00,52.0
Shanghai2/201408101545,201408101545,2014-08-10 15:45:00,2014-08-10 16:00:00,46.0
Shanghai2/201410221315,201410221315,2014-10-22 13:15:00,2014-10-22 13:00:00,45.0
Shanghai2/201408151400,201408151400,2014-08-15 14:00:00,2014-08-15 14:00:00,21.0
Shanghai2/201409281215,201409281215,2014-09-28 12:15:00,2014-09-28 12:00:00,19.0
Shanghai2/201411121245,201411121245,2014-11-12 12:45:00,2014-11-12 13:00:00,126.0
Shanghai2/201410171015,201410171015,2014-10-17 10:15:00,2014-10-17 10:00:00,20.0
Shanghai2/201410071015,201410071015,2014-10-07 10:15:00,2014-10-07 10:00:00,25.0
Shanghai2/201411091545,201411091545,2014-11-09 15:45:00,2014-11-09 16:00:00,54.0
Shanghai2/201409231515,201409231515,2014-09-23 15:15:00,2014-09-23 15:00:00,4.0
Shanghai2/201411191545,201411191545,2014-11-19 15:45:00,2014-11-19 16:00:00,32.0
Shanghai2/201412061245,201412061245,2014-12-06 12:45:00,2014-12-06 13:00:00,82.0
Shanghai2/201410031545,201410031545,2014-10-03 15:45:00,2014-10-03 16:00:00,14.0
Shanghai2/201412051345,201412051345,2014-12-05 13:45:00,2014-12-05 14:00:00,34.0
Shanghai2/201411210815,201411210815,2014-11-21 08:15:00,2014-11-21 08:00:00,49.0
Shanghai2/201408171115,201408171115,2014-08-17 11:15:00,2014-08-17 11:00:00,8.0
Shanghai2/201411201515,201411201515,2014-11-20 15:15:00,2014-11-20 15:00:00,34.0
Shanghai2/201411281315,201411281315,2014-11-28 13:15:00,2014-11-28 13:00:00,59.0
Shanghai2/201411301515,201411301515,2014-11-30 15:15:00,2014-11-30 15:00:00,33.0
Shanghai2/201409121345,201409121345,2014-09-12 13:45:00,2014-09-12 14:00:00,17.0
Shanghai2/201408141015,201408141015,2014-08-14 10:15:00,2014-08-14 10:00:00,36.0
Shanghai2/201410020845,201410020845,2014-10-02 08:45:00,2014-10-02 09:00:00,46.0
Shanghai2/201409091445,201409091445,2014-09-09 14:45:00,2014-09-09 15:00:00,34.0
Shanghai2/201408280815,201408280815,2014-08-28 08:15:00,2014-08-28 08:00:00,21.0
Shanghai2/201409011245,201409011245,2014-09-01 12:45:00,2014-09-01 13:00:00,37.0
Shanghai2/201409191445,201409191445,2014-09-19 14:45:00,2014-09-19 15:00:00,30.0
Shanghai2/201408151545,201408151545,2014-08-15 15:45:00,2014-08-15 16:00:00,20.0
Shanghai2/201409181115,201409181115,2014-09-18 11:15:00,2014-09-18 11:00:00,27.0
Shanghai2/201409081115,201409081115,2014-09-08 11:15:00,2014-09-08 11:00:00,53.0
Shanghai2/201410241215,201410241215,2014-10-24 12:15:00,2014-10-24 12:00:00,24.0
Shanghai2/201409270815,201409270815,2014-09-27 08:15:00,2014-09-27 08:00:00,41.0
Shanghai2/201408161445,201408161445,2014-08-16 14:45:00,2014-08-16 15:00:00,41.0
Shanghai2/201411211045,201411211045,2014-11-21 10:45:00,2014-11-21 11:00:00,39.0
Shanghai2/201411141345,201411141345,2014-11-14 13:45:00,2014-11-14 14:00:00,62.0
Shanghai2/201410111115,201410111115,2014-10-11 11:15:00,2014-10-11 11:00:00,38.0
Shanghai2/201408140845,201408140845,2014-08-14 08:45:00,2014-08-14 09:00:00,22.0
Shanghai2/201411071245,201411071245,2014-11-07 12:45:00,2014-11-07 13:00:00,34.0
Shanghai2/201409251415,201409251415,2014-09-25 14:15:00,2014-09-25 14:00:00,43.0
Shanghai2/201410021015,201410021015,2014-10-02 10:15:00,2014-10-02 10:00:00,46.0
Shanghai2/201411081015,201411081015,2014-11-08 10:15:00,2014-11-08 10:00:00,37.0
Shanghai2/201411240815,201411240815,2014-11-24 08:15:00,2014-11-24 08:00:00,40.0
Shanghai2/201410051445,201410051445,2014-10-05 14:45:00,2014-10-05 15:00:00,52.0
Shanghai2/201410151445,201410151445,2014-10-15 14:45:00,2014-10-15 15:00:00,94.0
Shanghai2/201412031245,201412031245,2014-12-03 12:45:00,2014-12-03 13:00:00,59.0
Shanghai2/201409211145,201409211145,2014-09-21 11:45:00,2014-09-21 12:00:00,9.0
Shanghai2/201410170845,201410170845,2014-10-17 08:45:00,2014-10-17 09:00:00,13.0
Shanghai2/201410070845,201410070845,2014-10-07 08:45:00,2014-10-07 09:00:00,33.0
Shanghai2/201411261415,201411261415,2014-11-26 14:15:00,2014-11-26 14:00:00,52.0
Shanghai2/201409041245,201409041245,2014-09-04 12:45:00,2014-09-04 13:00:00,93.0
Shanghai2/201408121115,201408121115,2014-08-12 11:15:00,2014-08-12 11:00:00,37.0
Shanghai2/201411211130,201411211130,2014-11-21 11:30:00,2014-11-21 12:00:00,38.0
Shanghai2/201411281245,201411281245,2014-11-28 12:45:00,2014-11-28 13:00:00,59.0
Shanghai2/201411201445,201411201445,2014-11-20 14:45:00,2014-11-20 15:00:00,34.0
Shanghai2/201410110815,201410110815,2014-10-11 08:15:00,2014-10-11 08:00:00,27.0
Shanghai2/201411301445,201411301445,2014-11-30 14:45:00,2014-11-30 15:00:00,33.0
Shanghai2/201408171045,201408171045,2014-08-17 10:45:00,2014-08-17 11:00:00,8.0
Shanghai2/201409011315,201409011315,2014-09-01 13:15:00,2014-09-01 13:00:00,37.0
Shanghai2/201409091515,201409091515,2014-09-09 15:15:00,2014-09-09 15:00:00,34.0
Shanghai2/201409111315,201409111315,2014-09-11 13:15:00,2014-09-11 13:00:00,17.0
Shanghai2/201409191515,201409191515,2014-09-19 15:15:00,2014-09-19 15:00:00,30.0
Shanghai2/201408141145,201408141145,2014-08-14 11:45:00,2014-08-14 12:00:00,60.0
Shanghai2/201408151430,201408151430,2014-08-15 14:30:00,2014-08-15 14:00:00,21.0
Shanghai2/201408311245,201408311245,2014-08-31 12:45:00,2014-08-31 13:00:00,27.0
Shanghai2/201408291445,201408291445,2014-08-29 14:45:00,2014-08-29 15:00:00,50.0
Shanghai2/201410031415,201410031415,2014-10-03 14:15:00,2014-10-03 14:00:00,45.0
Shanghai2/201412061315,201412061315,2014-12-06 13:15:00,2014-12-06 13:00:00,82.0
Shanghai2/201410181315,201410181315,2014-10-18 13:15:00,2014-10-18 13:00:00,11.0
Shanghai2/201412051215,201412051215,2014-12-05 12:15:00,2014-12-05 12:00:00,34.0
Shanghai2/201410171145,201410171145,2014-10-17 11:45:00,2014-10-17 12:00:00,21.0
Shanghai2/201409201545,201409201545,2014-09-20 15:45:00,2014-09-20 16:00:00,6.0
Shanghai2/201409281345,201409281345,2014-09-28 13:45:00,2014-09-28 14:00:00,19.0
Shanghai2/201409301545,201409301545,2014-09-30 15:45:00,2014-09-30 16:00:00,23.0
Shanghai2/201411121315,201411121315,2014-11-12 13:15:00,2014-11-12 13:00:00,126.0
Shanghai2/201409231445,201409231445,2014-09-23 14:45:00,2014-09-23 15:00:00,4.0
Shanghai2/201411091415,201411091415,2014-11-09 14:15:00,2014-11-09 14:00:00,38.0
Shanghai2/201411191415,201411191415,2014-11-19 14:15:00,2014-11-19 14:00:00,38.0
Shanghai2/201408120815,201408120815,2014-08-12 08:15:00,2014-08-12 08:00:00,10.0
Shanghai2/201411111215,201411111215,2014-11-11 12:15:00,2014-11-11 12:00:00,54.0
Shanghai2/201411241115,201411241115,2014-11-24 11:15:00,2014-11-24 11:00:00,36.0
Shanghai2/201410311345,201410311345,2014-10-31 13:45:00,2014-10-31 14:00:00,47.0
Shanghai2/201410291545,201410291545,2014-10-29 15:45:00,2014-10-29 16:00:00,22.0
Shanghai2/201411271015,201411271015,2014-11-27 10:15:00,2014-11-27 10:00:00,38.0
Shanghai2/201408101415,201408101415,2014-08-10 14:15:00,2014-08-10 14:00:00,64.0
Shanghai2/201408181215,201408181215,2014-08-18 12:15:00,2014-08-18 12:00:00,37.0
Shanghai2/201411111015,201411111015,2014-11-11 10:15:00,2014-11-11 10:00:00,47.0
Shanghai2/201410141245,201410141245,2014-10-14 12:45:00,2014-10-14 13:00:00,43.0
Shanghai2/201409070845,201409070845,2014-09-07 08:45:00,2014-09-07 09:00:00,27.0
Shanghai2/201410041245,201410041245,2014-10-04 12:45:00,2014-10-04 13:00:00,21.0
Shanghai2/201412021445,201412021445,2014-12-02 14:45:00,2014-12-02 15:00:00,43.0
Shanghai2/201410071345,201410071345,2014-10-07 13:45:00,2014-10-07 14:00:00,23.0
Shanghai2/201408181015,201408181015,2014-08-18 10:15:00,2014-08-18 10:00:00,58.0
Shanghai2/201410221045,201410221045,2014-10-22 10:45:00,2014-10-22 11:00:00,46.0
Shanghai2/201409161545,201409161545,2014-09-16 15:45:00,2014-09-16 16:00:00,30.0
Shanghai2/201408141345,201408141345,2014-08-14 13:45:00,2014-08-14 14:00:00,3.0
Shanghai2/201409011115,201409011115,2014-09-01 11:15:00,2014-09-01 11:00:00,51.0
Shanghai2/201408171245,201408171245,2014-08-17 12:45:00,2014-08-17 13:00:00,16.0
Shanghai2/201411140845,201411140845,2014-11-14 08:45:00,2014-11-14 09:00:00,53.0
Shanghai2/201410251415,201410251415,2014-10-25 14:15:00,2014-10-25 14:00:00,26.0
Shanghai2/201411211330,201411211330,2014-11-21 13:30:00,2014-11-21 14:00:00,27.0
Shanghai2/201411281045,201411281045,2014-11-28 10:45:00,2014-11-28 11:00:00,68.0
Shanghai2/201409121015,201409121015,2014-09-12 10:15:00,2014-09-12 10:00:00,9.0
Shanghai2/201412051015,201412051015,2014-12-05 10:15:00,2014-12-05 10:00:00,48.0
Shanghai2/201411151545,201411151545,2014-11-15 15:45:00,2014-11-15 16:00:00,35.0
Shanghai2/201410181115,201410181115,2014-10-18 11:15:00,2014-10-18 11:00:00,10.0
Shanghai2/201412061115,201412061115,2014-12-06 11:15:00,2014-12-06 11:00:00,73.0
Shanghai2/201410270815,201410270815,2014-10-27 08:15:00,2014-10-27 08:00:00,54.0
Shanghai2/201408241115,201408241115,2014-08-24 11:15:00,2014-08-24 11:00:00,59.0
Shanghai2/201411131515,201411131515,2014-11-13 15:15:00,2014-11-13 15:00:00,38.0
Shanghai2/201409291545,201409291545,2014-09-29 15:45:00,2014-09-29 16:00:00,53.0
Shanghai2/201412031045,201412031045,2014-12-03 10:45:00,2014-12-03 11:00:00,61.0
Shanghai2/201409211345,201409211345,2014-09-21 13:45:00,2014-09-21 14:00:00,12.0
Shanghai2/201410310845,201410310845,2014-10-31 08:45:00,2014-10-31 09:00:00,21.0
Shanghai2/201411181215,201411181215,2014-11-18 12:15:00,2014-11-18 12:00:00,60.0
Shanghai2/201411081215,201411081215,2014-11-08 12:15:00,2014-11-08 12:00:00,38.0
Shanghai2/201409221245,201409221245,2014-09-22 12:45:00,2014-09-22 13:00:00,13.0
Shanghai2/201410281345,201410281345,2014-10-28 13:45:00,2014-10-28 14:00:00,16.0
Shanghai2/201408121315,201408121315,2014-08-12 13:15:00,2014-08-12 13:00:00,39.0
Shanghai2/201408091415,201408091415,2014-08-09 14:15:00,2014-08-09 14:00:00,19.0
Shanghai2/201411120815,201411120815,2014-11-12 08:15:00,2014-11-12 08:00:00,206.0
Shanghai2/201408191415,201408191415,2014-08-19 14:15:00,2014-08-19 14:00:00,11.0
Shanghai2/201410261500,201410261500,2014-10-26 15:00:00,2014-10-26 15:00:00,62.0
Shanghai2/201409131415,201409131415,2014-09-13 14:15:00,2014-09-13 14:00:00,7.0
Shanghai2/201411211245,201411211245,2014-11-21 12:45:00,2014-11-21 13:00:00,32.0
Shanghai2/201409031415,201409031415,2014-09-03 14:15:00,2014-09-03 14:00:00,39.0
Shanghai2/201410080815,201410080815,2014-10-08 08:15:00,2014-10-08 08:00:00,21.0
Shanghai2/201411291445,201411291445,2014-11-29 14:45:00,2014-11-29 15:00:00,24.0
Shanghai2/201410241015,201410241015,2014-10-24 10:15:00,2014-10-24 10:00:00,38.0
Shanghai2/201409181315,201409181315,2014-09-18 13:15:00,2014-09-18 13:00:00,23.0
Shanghai2/201409081315,201409081315,2014-09-08 13:15:00,2014-09-08 13:00:00,46.0
Shanghai2/201412060815,201412060815,2014-12-06 08:15:00,2014-12-06 08:00:00,109.0
Shanghai2/201410021215,201410021215,2014-10-02 12:15:00,2014-10-02 12:00:00,58.0
Shanghai2/201408201445,201408201445,2014-08-20 14:45:00,2014-08-20 15:00:00,7.0
Shanghai2/201409010815,201409010815,2014-09-01 08:15:00,2014-09-01 08:00:00,23.0
Shanghai2/201410121215,201410121215,2014-10-12 12:15:00,2014-10-12 12:00:00,27.0
Shanghai2/201408301445,201408301445,2014-08-30 14:45:00,2014-08-30 15:00:00,10.0
Shanghai2/201410011315,201410011315,2014-10-01 13:15:00,2014-10-01 13:00:00,28.0
Shanghai2/201410091515,201410091515,2014-10-09 15:15:00,2014-10-09 15:00:00,26.0
Shanghai2/201410111315,201410111315,2014-10-11 13:15:00,2014-10-11 13:00:00,39.0
Shanghai2/201410191515,201410191515,2014-10-19 15:15:00,2014-10-19 15:00:00,21.0
Shanghai2/201411141145,201411141145,2014-11-14 11:45:00,2014-11-14 12:00:00,53.0
Shanghai2/201411261215,201411261215,2014-11-26 12:15:00,2014-11-26 12:00:00,50.0
Shanghai2/201408250815,201408250815,2014-08-25 08:15:00,2014-08-25 08:00:00,45.0
Shanghai2/201409041445,201409041445,2014-09-04 14:45:00,2014-09-04 15:00:00,124.0
Shanghai2/201408091015,201408091015,2014-08-09 10:15:00,2014-08-09 10:00:00,14.0
Shanghai2/201408191015,201408191015,2014-08-19 10:15:00,2014-08-19 10:00:00,3.0
Shanghai2/201409171545,201409171545,2014-09-17 15:45:00,2014-09-17 16:00:00,20.0
Shanghai2/201411251315,201411251315,2014-11-25 13:15:00,2014-11-25 13:00:00,36.0
Shanghai2/201410051245,201410051245,2014-10-05 12:45:00,2014-10-05 13:00:00,44.0
Shanghai2/201409060845,201409060845,2014-09-06 08:45:00,2014-09-06 09:00:00,32.0
Shanghai2/201409160845,201409160845,2014-09-16 08:45:00,2014-09-16 09:00:00,25.0
Shanghai2/201411101015,201411101015,2014-11-10 10:15:00,2014-11-10 10:00:00,49.0
Shanghai2/201410061345,201410061345,2014-10-06 13:45:00,2014-10-06 14:00:00,26.0
Shanghai2/201411131115,201411131115,2014-11-13 11:15:00,2014-11-13 11:00:00,25.0
Shanghai2/201412031445,201412031445,2014-12-03 14:45:00,2014-12-03 15:00:00,69.0
Shanghai2/201410091115,201410091115,2014-10-09 11:15:00,2014-10-09 11:00:00,18.0
Shanghai2/201408231145,201408231145,2014-08-23 11:45:00,2014-08-23 12:00:00,46.0
Shanghai2/201408201045,201408201045,2014-08-20 10:45:00,2014-08-20 11:00:00,15.0
Shanghai2/201411071445,201411071445,2014-11-07 14:45:00,2014-11-07 15:00:00,31.0
Shanghai2/201410260815,201410260815,2014-10-26 08:15:00,2014-10-26 08:00:00,61.0
Shanghai2/201412071115,201412071115,2014-12-07 11:15:00,2014-12-07 11:00:00,55.0
Shanghai2/201411121500,201411121500,2014-11-12 15:00:00,2014-11-12 15:00:00,81.0
Shanghai2/201409101115,201409101115,2014-09-10 11:15:00,2014-09-10 11:00:00,75.0
Shanghai2/201410271515,201410271515,2014-10-27 15:15:00,2014-10-27 15:00:00,32.0
Shanghai2/201408151345,201408151345,2014-08-15 13:45:00,2014-08-15 14:00:00,21.0
Shanghai2/201409131015,201409131015,2014-09-13 10:15:00,2014-09-13 10:00:00,2.0
Shanghai2/201409031015,201409031015,2014-09-03 10:15:00,2014-09-03 10:00:00,14.0
Shanghai2/201411291045,201411291045,2014-11-29 10:45:00,2014-11-29 11:00:00,30.0
Shanghai2/201410241415,201410241415,2014-10-24 14:15:00,2014-10-24 14:00:00,17.0
Shanghai2/201411050845,201411050845,2014-11-05 08:45:00,2014-11-05 09:00:00,41.0
Shanghai2/201408161245,201408161245,2014-08-16 12:45:00,2014-08-16 13:00:00,34.0
Shanghai2/201410311545,201410311545,2014-10-31 15:45:00,2014-10-31 16:00:00,95.0
Shanghai2/201410291345,201410291345,2014-10-29 13:45:00,2014-10-29 14:00:00,20.0
Shanghai2/201409061145,201409061145,2014-09-06 11:45:00,2014-09-06 12:00:00,45.0
Shanghai2/201409161145,201409161145,2014-09-16 11:45:00,2014-09-16 12:00:00,32.0
Shanghai2/201409171430,201409171430,2014-09-17 14:30:00,2014-09-17 14:00:00,12.0
Shanghai2/201408101215,201408101215,2014-08-10 12:15:00,2014-08-10 12:00:00,57.0
Shanghai2/201408181415,201408181415,2014-08-18 14:15:00,2014-08-18 14:00:00,52.0
Shanghai2/201411130815,201411130815,2014-11-13 08:15:00,2014-11-13 08:00:00,38.0
Shanghai2/201412020830,201412020830,2014-12-02 08:30:00,2014-12-02 08:00:00,43.0
Shanghai2/201410221445,201410221445,2014-10-22 14:45:00,2014-10-22 15:00:00,45.0
Shanghai2/201409151045,201409151045,2014-09-15 10:45:00,2014-09-15 11:00:00,11.0
Shanghai2/201409201345,201409201345,2014-09-20 13:45:00,2014-09-20 14:00:00,16.0
Shanghai2/201412021045,201412021045,2014-12-02 10:45:00,2014-12-02 11:00:00,35.0
Shanghai2/201409281545,201409281545,2014-09-28 15:45:00,2014-09-28 16:00:00,23.0
Shanghai2/201408251115,201408251115,2014-08-25 11:15:00,2014-08-25 11:00:00,65.0
Shanghai2/201409231245,201409231245,2014-09-23 12:45:00,2014-09-23 13:00:00,0.0
Shanghai2/201411191215,201411191215,2014-11-19 12:15:00,2014-11-19 12:00:00,24.0
Shanghai2/201408261015,201408261015,2014-08-26 10:15:00,2014-08-26 10:00:00,34.0
Shanghai2/201412061515,201412061515,2014-12-06 15:15:00,2014-12-06 15:00:00,65.0
Shanghai2/201411061045,201411061045,2014-11-06 10:45:00,2014-11-06 11:00:00,113.0
Shanghai2/201411161045,201411161045,2014-11-16 10:45:00,2014-11-16 11:00:00,70.0
Shanghai2/201409100815,201409100815,2014-09-10 08:15:00,2014-09-10 08:00:00,22.0
Shanghai2/201411051145,201411051145,2014-11-05 11:45:00,2014-11-05 12:00:00,29.0
Shanghai2/201412051415,201412051415,2014-12-05 14:15:00,2014-12-05 14:00:00,34.0
Shanghai2/201410181515,201410181515,2014-10-18 15:15:00,2014-10-18 15:00:00,10.0
Shanghai2/201408221545,201408221545,2014-08-22 15:45:00,2014-08-22 16:00:00,21.0
Shanghai2/201410251015,201410251015,2014-10-25 10:15:00,2014-10-25 10:00:00,30.0
Shanghai2/201408230845,201408230845,2014-08-23 08:45:00,2014-08-23 09:00:00,38.0
Shanghai2/201411201245,201411201245,2014-11-20 12:45:00,2014-11-20 13:00:00,28.0
Shanghai2/201409121415,201409121415,2014-09-12 14:15:00,2014-09-12 14:00:00,17.0
Shanghai2/201410190815,201410190815,2014-10-19 08:15:00,2014-10-19 08:00:00,19.0
Shanghai2/201411301245,201411301245,2014-11-30 12:45:00,2014-11-30 13:00:00,54.0
Shanghai2/201412070815,201412070815,2014-12-07 08:15:00,2014-12-07 08:00:00,57.0
Shanghai2/201409191315,201409191315,2014-09-19 13:15:00,2014-09-19 13:00:00,38.0
Shanghai2/201409271515,201409271515,2014-09-27 15:15:00,2014-09-27 15:00:00,24.0
Shanghai2/201411151345,201411151345,2014-11-15 13:45:00,2014-11-15 14:00:00,22.0
Shanghai2/201411061245,201411061245,2014-11-06 12:45:00,2014-11-06 13:00:00,133.0
Shanghai2/201408150845,201408150845,2014-08-15 08:45:00,2014-08-15 09:00:00,22.0
Shanghai2/201411161245,201411161245,2014-11-16 12:45:00,2014-11-16 13:00:00,65.0
Shanghai2/201411231145,201411231145,2014-11-23 11:45:00,2014-11-23 12:00:00,22.0
Shanghai2/201409191115,201409191115,2014-09-19 11:15:00,2014-09-19 11:00:00,31.0
Shanghai2/201408141545,201408141545,2014-08-14 15:45:00,2014-08-14 16:00:00,3.0
Shanghai2/201408151030,201408151030,2014-08-15 10:30:00,2014-08-15 10:00:00,36.0
Shanghai2/201410261315,201410261315,2014-10-26 13:15:00,2014-10-26 13:00:00,58.0
Shanghai2/201411201045,201411201045,2014-11-20 10:45:00,2014-11-20 11:00:00,31.0
Shanghai2/201411301045,201411301045,2014-11-30 10:45:00,2014-11-30 11:00:00,42.0
Shanghai2/201408171445,201408171445,2014-08-17 14:45:00,2014-08-17 15:00:00,1.0
Shanghai2/201410251215,201410251215,2014-10-25 12:15:00,2014-10-25 12:00:00,25.0
Shanghai2/201411271415,201411271415,2014-11-27 14:15:00,2014-11-27 14:00:00,23.0
Shanghai2/201410160845,201410160845,2014-10-16 08:45:00,2014-10-16 09:00:00,127.0
Shanghai2/201408101015,201408101015,2014-08-10 10:15:00,2014-08-10 10:00:00,59.0
Shanghai2/201411241515,201411241515,2014-11-24 15:15:00,2014-11-24 15:00:00,24.0
Shanghai2/201409161345,201409161345,2014-09-16 13:45:00,2014-09-16 14:00:00,30.0
Shanghai2/201410141445,201410141445,2014-10-14 14:45:00,2014-10-14 15:00:00,48.0
Shanghai2/201410041445,201410041445,2014-10-04 14:45:00,2014-10-04 15:00:00,22.0
Shanghai2/201411250815,201411250815,2014-11-25 08:15:00,2014-11-25 08:00:00,36.0
Shanghai2/201409231045,201409231045,2014-09-23 10:45:00,2014-09-23 11:00:00,6.0
Shanghai2/201411191015,201411191015,2014-11-19 10:15:00,2014-11-19 10:00:00,28.0
Shanghai2/201410171545,201410171545,2014-10-17 15:45:00,2014-10-17 16:00:00,19.0
Shanghai2/201408251315,201408251315,2014-08-25 13:15:00,2014-08-25 13:00:00,69.0
Shanghai2/201409201145,201409201145,2014-09-20 11:45:00,2014-09-20 12:00:00,40.0
Shanghai2/201412021245,201412021245,2014-12-02 12:45:00,2014-12-02 13:00:00,42.0
Shanghai2/201409301145,201409301145,2014-09-30 11:45:00,2014-09-30 12:00:00,34.0
Shanghai2/201412071315,201412071315,2014-12-07 13:15:00,2014-12-07 13:00:00,69.0
Shanghai2/201409251015,201409251015,2014-09-25 10:15:00,2014-09-25 10:00:00,28.0
Shanghai2/201410021415,201410021415,2014-10-02 14:15:00,2014-10-02 14:00:00,53.0
Shanghai2/201411230845,201411230845,2014-11-23 08:45:00,2014-11-23 09:00:00,40.0
Shanghai2/201408201245,201408201245,2014-08-20 12:45:00,2014-08-20 13:00:00,5.0
Shanghai2/201409190815,201409190815,2014-09-19 08:15:00,2014-09-19 08:00:00,23.0
Shanghai2/201410121415,201410121415,2014-10-12 14:15:00,2014-10-12 14:00:00,39.0
Shanghai2/201409261115,201409261115,2014-09-26 11:15:00,2014-09-26 11:00:00,59.0
Shanghai2/201410011515,201410011515,2014-10-01 15:15:00,2014-10-01 15:00:00,34.0
Shanghai2/201410091315,201410091315,2014-10-09 13:15:00,2014-10-09 13:00:00,21.0
Shanghai2/201410111515,201410111515,2014-10-11 15:15:00,2014-10-11 15:00:00,32.0
Shanghai2/201410191315,201410191315,2014-10-19 13:15:00,2014-10-19 13:00:00,19.0
Shanghai2/201408161045,201408161045,2014-08-16 10:45:00,2014-08-16 11:00:00,28.0
Shanghai2/201409131215,201409131215,2014-09-13 12:15:00,2014-09-13 12:00:00,5.0
Shanghai2/201411211445,201411211445,2014-11-21 14:45:00,2014-11-21 15:00:00,26.0
Shanghai2/201409031215,201409031215,2014-09-03 12:15:00,2014-09-03 12:00:00,42.0
Shanghai2/201411291245,201411291245,2014-11-29 12:45:00,2014-11-29 13:00:00,29.0
Shanghai2/201408151145,201408151145,2014-08-15 11:45:00,2014-08-15 12:00:00,38.0
Shanghai2/201409181515,201409181515,2014-09-18 15:15:00,2014-09-18 15:00:00,9.0
Shanghai2/201409101315,201409101315,2014-09-10 13:15:00,2014-09-10 13:00:00,84.0
Shanghai2/201411221545,201411221545,2014-11-22 15:45:00,2014-11-22 16:00:00,96.0
Shanghai2/201410281545,201410281545,2014-10-28 15:45:00,2014-10-28 16:00:00,23.0
Shanghai2/201408121515,201408121515,2014-08-12 15:15:00,2014-08-12 15:00:00,33.0
Shanghai2/201411251115,201411251115,2014-11-25 11:15:00,2014-11-25 11:00:00,35.0
Shanghai2/201408091215,201408091215,2014-08-09 12:15:00,2014-08-09 12:00:00,13.0
Shanghai2/201409200845,201409200845,2014-09-20 08:45:00,2014-09-20 09:00:00,56.0
Shanghai2/201408191215,201408191215,2014-08-19 12:15:00,2014-08-19 12:00:00,8.0
Shanghai2/201411261015,201411261015,2014-11-26 10:15:00,2014-11-26 10:00:00,58.0
Shanghai2/201411131315,201411131315,2014-11-13 13:15:00,2014-11-13 13:00:00,25.0
Shanghai2/201409211545,201409211545,2014-09-21 15:45:00,2014-09-21 16:00:00,7.0
Shanghai2/201410061145,201410061145,2014-10-06 11:45:00,2014-10-06 12:00:00,42.0
Shanghai2/201411081415,201411081415,2014-11-08 14:15:00,2014-11-08 14:00:00,25.0
Shanghai2/201409221445,201409221445,2014-09-22 14:45:00,2014-09-22 15:00:00,12.0
Shanghai2/201410051045,201410051045,2014-10-05 10:45:00,2014-10-05 11:00:00,25.0
Shanghai2/201412051115,201412051115,2014-12-05 11:15:00,2014-12-05 11:00:00,33.0
Shanghai2/201410240815,201410240815,2014-10-24 08:15:00,2014-10-24 08:00:00,36.0
Shanghai2/201411151445,201411151445,2014-11-15 14:45:00,2014-11-15 15:00:00,33.0
Shanghai2/201410181015,201410181015,2014-10-18 10:15:00,2014-10-18 10:00:00,14.0
Shanghai2/201408221045,201408221045,2014-08-22 10:45:00,2014-08-22 11:00:00,44.0
Shanghai2/201411061545,201411061545,2014-11-06 15:45:00,2014-11-06 16:00:00,137.0
Shanghai2/201412061015,201412061015,2014-12-06 10:15:00,2014-12-06 10:00:00,96.0
Shanghai2/201408141245,201408141245,2014-08-14 12:45:00,2014-08-14 13:00:00,47.0
Shanghai2/201410261415,201410261415,2014-10-26 14:15:00,2014-10-26 14:00:00,62.0
Shanghai2/201409011015,201409011015,2014-09-01 10:15:00,2014-09-01 10:00:00,51.0
Shanghai2/201408171345,201408171345,2014-08-17 13:45:00,2014-08-17 14:00:00,-4.0
Shanghai2/201410251515,201410251515,2014-10-25 15:15:00,2014-10-25 15:00:00,26.0
Shanghai2/201411281145,201411281145,2014-11-28 11:45:00,2014-11-28 12:00:00,57.0
Shanghai2/201409121115,201409121115,2014-09-12 11:15:00,2014-09-12 11:00:00,10.0
Shanghai2/201408181115,201408181115,2014-08-18 11:15:00,2014-08-18 11:00:00,40.0
Shanghai2/201412030845,201412030845,2014-12-03 08:45:00,2014-12-03 09:00:00,59.0
Shanghai2/201410221145,201410221145,2014-10-22 11:45:00,2014-10-22 12:00:00,46.0
Shanghai2/201410311045,201410311045,2014-10-31 10:45:00,2014-10-31 11:00:00,29.0
Shanghai2/201411241215,201411241215,2014-11-24 12:15:00,2014-11-24 12:00:00,58.0
Shanghai2/201408270815,201408270815,2014-08-27 08:15:00,2014-08-27 08:00:00,37.0
Shanghai2/201409161445,201409161445,2014-09-16 14:45:00,2014-09-16 15:00:00,36.0
Shanghai2/201411111115,201411111115,2014-11-11 11:15:00,2014-11-11 11:00:00,60.0
Shanghai2/201410141345,201410141345,2014-10-14 13:45:00,2014-10-14 14:00:00,46.0
Shanghai2/201410041345,201410041345,2014-10-04 13:45:00,2014-10-04 14:00:00,21.0
Shanghai2/201412021545,201412021545,2014-12-02 15:45:00,2014-12-02 16:00:00,48.0
Shanghai2/201410171245,201410171245,2014-10-17 12:45:00,2014-10-17 13:00:00,22.0
Shanghai2/201408251415,201408251415,2014-08-25 14:15:00,2014-08-25 14:00:00,74.0
